Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Atlanta,Company Size,2018-06,1001-5000,Median Base Pay,53877.0,
Atlanta,Company Size,2018-06,<51,Median Base Pay,48722.0,
Atlanta,Company Size,2018-06,201-500,Median Base Pay,51729.0,
Atlanta,Company Size,2018-06,5000+,Median Base Pay,54389.0,
Atlanta,Company Size,2018-06,501-1000,Median Base Pay,52472.0,
Atlanta,Company Size,2018-06,51-200,Median Base Pay,50708.0,
Boston,Company Size,2018-06,1001-5000,Median Base Pay,59132.0,
Boston,Company Size,2018-06,<51,Median Base Pay,53473.0,
Boston,Company Size,2018-06,201-500,Median Base Pay,56774.0,
Boston,Company Size,2018-06,5000+,Median Base Pay,59693.0,
Boston,Company Size,2018-06,501-1000,Median Base Pay,57589.0,
Boston,Company Size,2018-06,51-200,Median Base Pay,55654.0,
San Francisco,Company Size,2018-06,1001-5000,Median Base Pay,68953.0,
San Francisco,Company Size,2018-06,<51,Median Base Pay,62355.0,
San Francisco,Company Size,2018-06,201-500,Median Base Pay,66204.0,
San Francisco,Company Size,2018-06,5000+,Median Base Pay,69608.0,
San Francisco,Company Size,2018-06,501-1000,Median Base Pay,67154.0,
San Francisco,Company Size,2018-06,51-200,Median Base Pay,64897.0,
Seattle,Company Size,2018-06,1001-5000,Median Base Pay,61678.0,
Seattle,Company Size,2018-06,<51,Median Base Pay,55776.0,
Seattle,Company Size,2018-06,201-500,Median Base Pay,59219.0,
Seattle,Company Size,2018-06,5000+,Median Base Pay,62263.0,
Seattle,Company Size,2018-06,501-1000,Median Base Pay,60069.0,
Seattle,Company Size,2018-06,51-200,Median Base Pay,58050.0,
National,Company Size,2018-07,1001-5000,Median Base Pay,52204.0,
National,Company Size,2018-07,<51,Median Base Pay,47227.0,
National,Company Size,2018-07,201-500,Median Base Pay,50110.0,
National,Company Size,2018-07,5000+,Median Base Pay,52834.0,
National,Company Size,2018-07,501-1000,Median Base Pay,50860.0,
National,Company Size,2018-07,51-200,Median Base Pay,49156.0,
New York City,Company Size,2018-07,1001-5000,Median Base Pay,61443.0,
New York City,Company Size,2018-07,<51,Median Base Pay,55585.0,
New York City,Company Size,2018-07,201-500,Median Base Pay,58978.0,
New York City,Company Size,2018-07,5000+,Median Base Pay,62184.0,
New York City,Company Size,2018-07,501-1000,Median Base Pay,59861.0,
New York City,Company Size,2018-07,51-200,Median Base Pay,57856.0,
Los Angeles,Company Size,2018-07,1001-5000,Median Base Pay,60323.0,
Los Angeles,Company Size,2018-07,<51,Median Base Pay,54572.0,
Los Angeles,Company Size,2018-07,201-500,Median Base Pay,57903.0,
Los Angeles,Company Size,2018-07,5000+,Median Base Pay,61051.0,
Los Angeles,Company Size,2018-07,501-1000,Median Base Pay,58769.0,
Los Angeles,Company Size,2018-07,51-200,Median Base Pay,56801.0,
Chicago,Company Size,2018-07,1001-5000,Median Base Pay,56589.0,
Chicago,Company Size,2018-07,<51,Median Base Pay,51194.0,
Chicago,Company Size,2018-07,201-500,Median Base Pay,54319.0,
Chicago,Company Size,2018-07,5000+,Median Base Pay,57272.0,
Chicago,Company Size,2018-07,501-1000,Median Base Pay,55132.0,
Chicago,Company Size,2018-07,51-200,Median Base Pay,53286.0,
Houston,Company Size,2018-07,1001-5000,Median Base Pay,55376.0,
Houston,Company Size,2018-07,<51,Median Base Pay,50096.0,
Houston,Company Size,2018-07,201-500,Median Base Pay,53154.0,
Houston,Company Size,2018-07,5000+,Median Base Pay,56044.0,
Houston,Company Size,2018-07,501-1000,Median Base Pay,53949.0,
Houston,Company Size,2018-07,51-200,Median Base Pay,52143.0,
Washington DC,Company Size,2018-07,1001-5000,Median Base Pay,59162.0,
Washington DC,Company Size,2018-07,<51,Median Base Pay,53522.0,
Washington DC,Company Size,2018-07,201-500,Median Base Pay,56788.0,
Washington DC,Company Size,2018-07,5000+,Median Base Pay,59875.0,
Washington DC,Company Size,2018-07,501-1000,Median Base Pay,57638.0,
Washington DC,Company Size,2018-07,51-200,Median Base Pay,55708.0,
Philadelphia,Company Size,2018-07,1001-5000,Median Base Pay,55463.0,
Philadelphia,Company Size,2018-07,<51,Median Base Pay,50175.0,
Philadelphia,Company Size,2018-07,201-500,Median Base Pay,53238.0,
Philadelphia,Company Size,2018-07,5000+,Median Base Pay,56132.0,
Philadelphia,Company Size,2018-07,501-1000,Median Base Pay,54034.0,
Philadelphia,Company Size,2018-07,51-200,Median Base Pay,52225.0,
Atlanta,Company Size,2018-07,1001-5000,Median Base Pay,53610.0,
Atlanta,Company Size,2018-07,<51,Median Base Pay,48500.0,
Atlanta,Company Size,2018-07,201-500,Median Base Pay,51460.0,
Atlanta,Company Size,2018-07,5000+,Median Base Pay,54257.0,
Atlanta,Company Size,2018-07,501-1000,Median Base Pay,52230.0,
Atlanta,Company Size,2018-07,51-200,Median Base Pay,50481.0,
Boston,Company Size,2018-07,1001-5000,Median Base Pay,59577.0,
Boston,Company Size,2018-07,<51,Median Base Pay,53897.0,
Boston,Company Size,2018-07,201-500,Median Base Pay,57186.0,
Boston,Company Size,2018-07,5000+,Median Base Pay,60295.0,
Boston,Company Size,2018-07,501-1000,Median Base Pay,58042.0,
Boston,Company Size,2018-07,51-200,Median Base Pay,56099.0,
San Francisco,Company Size,2018-07,1001-5000,Median Base Pay,69898.0,
San Francisco,Company Size,2018-07,<51,Median Base Pay,63235.0,
San Francisco,Company Size,2018-07,201-500,Median Base Pay,67094.0,
San Francisco,Company Size,2018-07,5000+,Median Base Pay,70742.0,
San Francisco,Company Size,2018-07,501-1000,Median Base Pay,68098.0,
San Francisco,Company Size,2018-07,51-200,Median Base Pay,65818.0,
Seattle,Company Size,2018-07,1001-5000,Median Base Pay,61122.0,
Seattle,Company Size,2018-07,<51,Median Base Pay,55295.0,
Seattle,Company Size,2018-07,201-500,Median Base Pay,58670.0,
Seattle,Company Size,2018-07,5000+,Median Base Pay,61859.0,
Seattle,Company Size,2018-07,501-1000,Median Base Pay,59548.0,
Seattle,Company Size,2018-07,51-200,Median Base Pay,57553.0,
National,Company Size,2018-08,1001-5000,Median Base Pay,52263.0,
National,Company Size,2018-08,<51,Median Base Pay,47278.0,
National,Company Size,2018-08,201-500,Median Base Pay,50284.0,
National,Company Size,2018-08,5000+,Median Base Pay,52890.0,
National,Company Size,2018-08,501-1000,Median Base Pay,50874.0,
National,Company Size,2018-08,51-200,Median Base Pay,49240.0,
New York City,Company Size,2018-08,1001-5000,Median Base Pay,62096.0,
New York City,Company Size,2018-08,<51,Median Base Pay,56173.0,
New York City,Company Size,2018-08,201-500,Median Base Pay,59745.0,
New York City,Company Size,2018-08,5000+,Median Base Pay,62842.0,
New York City,Company Size,2018-08,501-1000,Median Base Pay,60446.0,
New York City,Company Size,2018-08,51-200,Median Base Pay,58505.0,
Los Angeles,Company Size,2018-08,1001-5000,Median Base Pay,61069.0,
Los Angeles,Company Size,2018-08,<51,Median Base Pay,55244.0,
Los Angeles,Company Size,2018-08,201-500,Median Base Pay,58757.0,
Los Angeles,Company Size,2018-08,5000+,Median Base Pay,61803.0,
Los Angeles,Company Size,2018-08,501-1000,Median Base Pay,59446.0,
Los Angeles,Company Size,2018-08,51-200,Median Base Pay,57538.0,
Chicago,Company Size,2018-08,1001-5000,Median Base Pay,56189.0,
Chicago,Company Size,2018-08,<51,Median Base Pay,50829.0,
Chicago,Company Size,2018-08,201-500,Median Base Pay,54062.0,
Chicago,Company Size,2018-08,5000+,Median Base Pay,56864.0,
Chicago,Company Size,2018-08,501-1000,Median Base Pay,54696.0,
Chicago,Company Size,2018-08,51-200,Median Base Pay,52940.0,
Houston,Company Size,2018-08,1001-5000,Median Base Pay,55108.0,
Houston,Company Size,2018-08,<51,Median Base Pay,49851.0,
Houston,Company Size,2018-08,201-500,Median Base Pay,53021.0,
Houston,Company Size,2018-08,5000+,Median Base Pay,55769.0,
Houston,Company Size,2018-08,501-1000,Median Base Pay,53643.0,
Houston,Company Size,2018-08,51-200,Median Base Pay,51921.0,
Washington DC,Company Size,2018-08,1001-5000,Median Base Pay,59345.0,
Washington DC,Company Size,2018-08,<51,Median Base Pay,53685.0,
Washington DC,Company Size,2018-08,201-500,Median Base Pay,57099.0,
Washington DC,Company Size,2018-08,5000+,Median Base Pay,60058.0,
Washington DC,Company Size,2018-08,501-1000,Median Base Pay,57768.0,
Washington DC,Company Size,2018-08,51-200,Median Base Pay,55913.0,
Philadelphia,Company Size,2018-08,1001-5000,Median Base Pay,55397.0,
Philadelphia,Company Size,2018-08,<51,Median Base Pay,50113.0,
Philadelphia,Company Size,2018-08,201-500,Median Base Pay,53300.0,
Philadelphia,Company Size,2018-08,5000+,Median Base Pay,56063.0,
Philadelphia,Company Size,2018-08,501-1000,Median Base Pay,53925.0,
Philadelphia,Company Size,2018-08,51-200,Median Base Pay,52194.0,
Atlanta,Company Size,2018-08,1001-5000,Median Base Pay,54065.0,
Atlanta,Company Size,2018-08,<51,Median Base Pay,48908.0,
Atlanta,Company Size,2018-08,201-500,Median Base Pay,52019.0,
Atlanta,Company Size,2018-08,5000+,Median Base Pay,54715.0,
Atlanta,Company Size,2018-08,501-1000,Median Base Pay,52628.0,
Atlanta,Company Size,2018-08,51-200,Median Base Pay,50939.0,
Boston,Company Size,2018-08,1001-5000,Median Base Pay,59242.0,
Boston,Company Size,2018-08,<51,Median Base Pay,53591.0,
Boston,Company Size,2018-08,201-500,Median Base Pay,56999.0,
Boston,Company Size,2018-08,5000+,Median Base Pay,59953.0,
Boston,Company Size,2018-08,501-1000,Median Base Pay,57667.0,
Boston,Company Size,2018-08,51-200,Median Base Pay,55816.0,
San Francisco,Company Size,2018-08,1001-5000,Median Base Pay,70005.0,
San Francisco,Company Size,2018-08,<51,Median Base Pay,63328.0,
San Francisco,Company Size,2018-08,201-500,Median Base Pay,67355.0,
San Francisco,Company Size,2018-08,5000+,Median Base Pay,70845.0,
San Francisco,Company Size,2018-08,501-1000,Median Base Pay,68144.0,
San Francisco,Company Size,2018-08,51-200,Median Base Pay,65957.0,
Seattle,Company Size,2018-08,1001-5000,Median Base Pay,61737.0,
Seattle,Company Size,2018-08,<51,Median Base Pay,55848.0,
Seattle,Company Size,2018-08,201-500,Median Base Pay,59400.0,
Seattle,Company Size,2018-08,5000+,Median Base Pay,62478.0,
Seattle,Company Size,2018-08,501-1000,Median Base Pay,60096.0,
Seattle,Company Size,2018-08,51-200,Median Base Pay,58167.0,
National,Company Size,2018-09,1001-5000,Median Base Pay,52581.0,
National,Company Size,2018-09,<51,Median Base Pay,47591.0,
National,Company Size,2018-09,201-500,Median Base Pay,50605.0,
National,Company Size,2018-09,5000+,Median Base Pay,53227.0,
National,Company Size,2018-09,501-1000,Median Base Pay,51177.0,
National,Company Size,2018-09,51-200,Median Base Pay,49536.0,
New York City,Company Size,2018-09,1001-5000,Median Base Pay,62530.0,
New York City,Company Size,2018-09,<51,Median Base Pay,56596.0,
New York City,Company Size,2018-09,201-500,Median Base Pay,60181.0,
New York City,Company Size,2018-09,5000+,Median Base Pay,63299.0,
New York City,Company Size,2018-09,501-1000,Median Base Pay,60861.0,
New York City,Company Size,2018-09,51-200,Median Base Pay,58910.0,
Los Angeles,Company Size,2018-09,1001-5000,Median Base Pay,61559.0,
Los Angeles,Company Size,2018-09,<51,Median Base Pay,55717.0,
Los Angeles,Company Size,2018-09,201-500,Median Base Pay,59246.0,
Los Angeles,Company Size,2018-09,5000+,Median Base Pay,62315.0,
Los Angeles,Company Size,2018-09,501-1000,Median Base Pay,59916.0,
Los Angeles,Company Size,2018-09,51-200,Median Base Pay,57995.0,
Chicago,Company Size,2018-09,1001-5000,Median Base Pay,56467.0,
Chicago,Company Size,2018-09,<51,Median Base Pay,51109.0,
Chicago,Company Size,2018-09,201-500,Median Base Pay,54346.0,
Chicago,Company Size,2018-09,5000+,Median Base Pay,57161.0,
Chicago,Company Size,2018-09,501-1000,Median Base Pay,54960.0,
Chicago,Company Size,2018-09,51-200,Median Base Pay,53198.0,
Houston,Company Size,2018-09,1001-5000,Median Base Pay,55696.0,
Houston,Company Size,2018-09,<51,Median Base Pay,50410.0,
Houston,Company Size,2018-09,201-500,Median Base Pay,53603.0,
Houston,Company Size,2018-09,5000+,Median Base Pay,56380.0,
Houston,Company Size,2018-09,501-1000,Median Base Pay,54209.0,
Houston,Company Size,2018-09,51-200,Median Base Pay,52471.0,
Washington DC,Company Size,2018-09,1001-5000,Median Base Pay,60866.0,
Washington DC,Company Size,2018-09,<51,Median Base Pay,55090.0,
Washington DC,Company Size,2018-09,201-500,Median Base Pay,58579.0,
Washington DC,Company Size,2018-09,5000+,Median Base Pay,61614.0,
Washington DC,Company Size,2018-09,501-1000,Median Base Pay,59241.0,
Washington DC,Company Size,2018-09,51-200,Median Base Pay,57342.0,
Philadelphia,Company Size,2018-09,1001-5000,Median Base Pay,55982.0,
Philadelphia,Company Size,2018-09,<51,Median Base Pay,50670.0,
Philadelphia,Company Size,2018-09,201-500,Median Base Pay,53879.0,
Philadelphia,Company Size,2018-09,5000+,Median Base Pay,56670.0,
Philadelphia,Company Size,2018-09,501-1000,Median Base Pay,54488.0,
Philadelphia,Company Size,2018-09,51-200,Median Base Pay,52741.0,
Atlanta,Company Size,2018-09,1001-5000,Median Base Pay,54217.0,
Atlanta,Company Size,2018-09,<51,Median Base Pay,49072.0,
Atlanta,Company Size,2018-09,201-500,Median Base Pay,52180.0,
Atlanta,Company Size,2018-09,5000+,Median Base Pay,54884.0,
Atlanta,Company Size,2018-09,501-1000,Median Base Pay,52770.0,
Atlanta,Company Size,2018-09,51-200,Median Base Pay,51078.0,
Boston,Company Size,2018-09,1001-5000,Median Base Pay,60012.0,
Boston,Company Size,2018-09,<51,Median Base Pay,54317.0,
Boston,Company Size,2018-09,201-500,Median Base Pay,57758.0,
Boston,Company Size,2018-09,5000+,Median Base Pay,60750.0,
Boston,Company Size,2018-09,501-1000,Median Base Pay,58411.0,
Boston,Company Size,2018-09,51-200,Median Base Pay,56538.0,
San Francisco,Company Size,2018-09,1001-5000,Median Base Pay,70469.0,
San Francisco,Company Size,2018-09,<51,Median Base Pay,63782.0,
San Francisco,Company Size,2018-09,201-500,Median Base Pay,67821.0,
San Francisco,Company Size,2018-09,5000+,Median Base Pay,71335.0,
San Francisco,Company Size,2018-09,501-1000,Median Base Pay,68588.0,
San Francisco,Company Size,2018-09,51-200,Median Base Pay,66389.0,
Seattle,Company Size,2018-09,1001-5000,Median Base Pay,62481.0,
Seattle,Company Size,2018-09,<51,Median Base Pay,56552.0,
Seattle,Company Size,2018-09,201-500,Median Base Pay,60134.0,
Seattle,Company Size,2018-09,5000+,Median Base Pay,63249.0,
Seattle,Company Size,2018-09,501-1000,Median Base Pay,60813.0,
Seattle,Company Size,2018-09,51-200,Median Base Pay,58863.0,
National,Company Size,2018-10,1001-5000,Median Base Pay,52588.0,
National,Company Size,2018-10,<51,Median Base Pay,47602.0,
National,Company Size,2018-10,201-500,Median Base Pay,50653.0,
National,Company Size,2018-10,5000+,Median Base Pay,53227.0,
National,Company Size,2018-10,501-1000,Median Base Pay,51219.0,
National,Company Size,2018-10,51-200,Median Base Pay,49571.0,
New York City,Company Size,2018-10,1001-5000,Median Base Pay,62989.0,
New York City,Company Size,2018-10,<51,Median Base Pay,57017.0,
New York City,Company Size,2018-10,201-500,Median Base Pay,60671.0,
New York City,Company Size,2018-10,5000+,Median Base Pay,63754.0,
New York City,Company Size,2018-10,501-1000,Median Base Pay,61349.0,
New York City,Company Size,2018-10,51-200,Median Base Pay,59376.0,
Los Angeles,Company Size,2018-10,1001-5000,Median Base Pay,61007.0,
Los Angeles,Company Size,2018-10,<51,Median Base Pay,55223.0,
Los Angeles,Company Size,2018-10,201-500,Median Base Pay,58763.0,
Los Angeles,Company Size,2018-10,5000+,Median Base Pay,61748.0,
Los Angeles,Company Size,2018-10,501-1000,Median Base Pay,59419.0,
Los Angeles,Company Size,2018-10,51-200,Median Base Pay,57508.0,
Chicago,Company Size,2018-10,1001-5000,Median Base Pay,56796.0,
Chicago,Company Size,2018-10,<51,Median Base Pay,51411.0,
Chicago,Company Size,2018-10,201-500,Median Base Pay,54707.0,
Chicago,Company Size,2018-10,5000+,Median Base Pay,57486.0,
Chicago,Company Size,2018-10,501-1000,Median Base Pay,55318.0,
Chicago,Company Size,2018-10,51-200,Median Base Pay,53538.0,
Houston,Company Size,2018-10,1001-5000,Median Base Pay,55745.0,
Houston,Company Size,2018-10,<51,Median Base Pay,50459.0,
Houston,Company Size,2018-10,201-500,Median Base Pay,53694.0,
Houston,Company Size,2018-10,5000+,Median Base Pay,56422.0,
Houston,Company Size,2018-10,501-1000,Median Base Pay,54293.0,
Houston,Company Size,2018-10,51-200,Median Base Pay,52547.0,
Washington DC,Company Size,2018-10,1001-5000,Median Base Pay,60798.0,
Washington DC,Company Size,2018-10,<51,Median Base Pay,55034.0,
Washington DC,Company Size,2018-10,201-500,Median Base Pay,58561.0,
Washington DC,Company Size,2018-10,5000+,Median Base Pay,61536.0,
Washington DC,Company Size,2018-10,501-1000,Median Base Pay,59215.0,
Washington DC,Company Size,2018-10,51-200,Median Base Pay,57310.0,
Philadelphia,Company Size,2018-10,1001-5000,Median Base Pay,55103.0,
Philadelphia,Company Size,2018-10,<51,Median Base Pay,49879.0,
Philadelphia,Company Size,2018-10,201-500,Median Base Pay,53076.0,
Philadelphia,Company Size,2018-10,5000+,Median Base Pay,55773.0,
Philadelphia,Company Size,2018-10,501-1000,Median Base Pay,53669.0,
Philadelphia,Company Size,2018-10,51-200,Median Base Pay,51943.0,
Atlanta,Company Size,2018-10,1001-5000,Median Base Pay,54631.0,
Atlanta,Company Size,2018-10,<51,Median Base Pay,49451.0,
Atlanta,Company Size,2018-10,201-500,Median Base Pay,52621.0,
Atlanta,Company Size,2018-10,5000+,Median Base Pay,55295.0,
Atlanta,Company Size,2018-10,501-1000,Median Base Pay,53209.0,
Atlanta,Company Size,2018-10,51-200,Median Base Pay,51497.0,
Boston,Company Size,2018-10,1001-5000,Median Base Pay,61044.0,
Boston,Company Size,2018-10,<51,Median Base Pay,55256.0,
Boston,Company Size,2018-10,201-500,Median Base Pay,58798.0,
Boston,Company Size,2018-10,5000+,Median Base Pay,61785.0,
Boston,Company Size,2018-10,501-1000,Median Base Pay,59455.0,
Boston,Company Size,2018-10,51-200,Median Base Pay,57543.0,
San Francisco,Company Size,2018-10,1001-5000,Median Base Pay,70614.0,
San Francisco,Company Size,2018-10,<51,Median Base Pay,63919.0,
San Francisco,Company Size,2018-10,201-500,Median Base Pay,68016.0,
San Francisco,Company Size,2018-10,5000+,Median Base Pay,71471.0,
San Francisco,Company Size,2018-10,501-1000,Median Base Pay,68775.0,
San Francisco,Company Size,2018-10,51-200,Median Base Pay,66563.0,
Seattle,Company Size,2018-10,1001-5000,Median Base Pay,62307.0,
Seattle,Company Size,2018-10,<51,Median Base Pay,56399.0,
Seattle,Company Size,2018-10,201-500,Median Base Pay,60014.0,
Seattle,Company Size,2018-10,5000+,Median Base Pay,63064.0,
Seattle,Company Size,2018-10,501-1000,Median Base Pay,60685.0,
Seattle,Company Size,2018-10,51-200,Median Base Pay,58733.0,
National,Company Size,2018-11,1001-5000,Median Base Pay,52679.0,
National,Company Size,2018-11,<51,Median Base Pay,47712.0,
National,Company Size,2018-11,201-500,Median Base Pay,50793.0,
National,Company Size,2018-11,5000+,Median Base Pay,53357.0,
National,Company Size,2018-11,501-1000,Median Base Pay,51370.0,
National,Company Size,2018-11,51-200,Median Base Pay,49681.0,
New York City,Company Size,2018-11,1001-5000,Median Base Pay,63274.0,
New York City,Company Size,2018-11,<51,Median Base Pay,57307.0,
New York City,Company Size,2018-11,201-500,Median Base Pay,61008.0,
New York City,Company Size,2018-11,5000+,Median Base Pay,64087.0,
New York City,Company Size,2018-11,501-1000,Median Base Pay,61701.0,
New York City,Company Size,2018-11,51-200,Median Base Pay,59673.0,
Los Angeles,Company Size,2018-11,1001-5000,Median Base Pay,61826.0,
Los Angeles,Company Size,2018-11,<51,Median Base Pay,55996.0,
Los Angeles,Company Size,2018-11,201-500,Median Base Pay,59612.0,
Los Angeles,Company Size,2018-11,5000+,Median Base Pay,62621.0,
Los Angeles,Company Size,2018-11,501-1000,Median Base Pay,60290.0,
Los Angeles,Company Size,2018-11,51-200,Median Base Pay,58308.0,
Chicago,Company Size,2018-11,1001-5000,Median Base Pay,57248.0,
Chicago,Company Size,2018-11,<51,Median Base Pay,51849.0,
Chicago,Company Size,2018-11,201-500,Median Base Pay,55197.0,
Chicago,Company Size,2018-11,5000+,Median Base Pay,57984.0,
Chicago,Company Size,2018-11,501-1000,Median Base Pay,55824.0,
Chicago,Company Size,2018-11,51-200,Median Base Pay,53989.0,
Houston,Company Size,2018-11,1001-5000,Median Base Pay,55837.0,
Houston,Company Size,2018-11,<51,Median Base Pay,50572.0,
Houston,Company Size,2018-11,201-500,Median Base Pay,53837.0,
Houston,Company Size,2018-11,5000+,Median Base Pay,56555.0,
Houston,Company Size,2018-11,501-1000,Median Base Pay,54449.0,
Houston,Company Size,2018-11,51-200,Median Base Pay,52659.0,
Washington DC,Company Size,2018-11,1001-5000,Median Base Pay,61185.0,
Washington DC,Company Size,2018-11,<51,Median Base Pay,55415.0,
Washington DC,Company Size,2018-11,201-500,Median Base Pay,58993.0,
Washington DC,Company Size,2018-11,5000+,Median Base Pay,61971.0,
Washington DC,Company Size,2018-11,501-1000,Median Base Pay,59664.0,
Washington DC,Company Size,2018-11,51-200,Median Base Pay,57702.0,
Philadelphia,Company Size,2018-11,1001-5000,Median Base Pay,55881.0,
Philadelphia,Company Size,2018-11,<51,Median Base Pay,50611.0,
Philadelphia,Company Size,2018-11,201-500,Median Base Pay,53879.0,
Philadelphia,Company Size,2018-11,5000+,Median Base Pay,56599.0,
Philadelphia,Company Size,2018-11,501-1000,Median Base Pay,54492.0,
Philadelphia,Company Size,2018-11,51-200,Median Base Pay,52700.0,
Atlanta,Company Size,2018-11,1001-5000,Median Base Pay,54358.0,
Atlanta,Company Size,2018-11,<51,Median Base Pay,49232.0,
Atlanta,Company Size,2018-11,201-500,Median Base Pay,52411.0,
Atlanta,Company Size,2018-11,5000+,Median Base Pay,55056.0,
Atlanta,Company Size,2018-11,501-1000,Median Base Pay,53006.0,
Atlanta,Company Size,2018-11,51-200,Median Base Pay,51264.0,
Boston,Company Size,2018-11,1001-5000,Median Base Pay,60674.0,
Boston,Company Size,2018-11,<51,Median Base Pay,54952.0,
Boston,Company Size,2018-11,201-500,Median Base Pay,58501.0,
Boston,Company Size,2018-11,5000+,Median Base Pay,61454.0,
Boston,Company Size,2018-11,501-1000,Median Base Pay,59166.0,
Boston,Company Size,2018-11,51-200,Median Base Pay,57221.0,
San Francisco,Company Size,2018-11,1001-5000,Median Base Pay,71282.0,
San Francisco,Company Size,2018-11,<51,Median Base Pay,64560.0,
San Francisco,Company Size,2018-11,201-500,Median Base Pay,68729.0,
San Francisco,Company Size,2018-11,5000+,Median Base Pay,72198.0,
San Francisco,Company Size,2018-11,501-1000,Median Base Pay,69510.0,
San Francisco,Company Size,2018-11,51-200,Median Base Pay,67225.0,
Seattle,Company Size,2018-11,1001-5000,Median Base Pay,62893.0,
Seattle,Company Size,2018-11,<51,Median Base Pay,56962.0,
Seattle,Company Size,2018-11,201-500,Median Base Pay,60641.0,
Seattle,Company Size,2018-11,5000+,Median Base Pay,63702.0,
Seattle,Company Size,2018-11,501-1000,Median Base Pay,61330.0,
Seattle,Company Size,2018-11,51-200,Median Base Pay,59314.0,
National,Company Size,2018-12,1001-5000,Median Base Pay,52333.0,
National,Company Size,2018-12,<51,Median Base Pay,47383.0,
National,Company Size,2018-12,201-500,Median Base Pay,50454.0,
National,Company Size,2018-12,5000+,Median Base Pay,53002.0,
National,Company Size,2018-12,501-1000,Median Base Pay,51044.0,
National,Company Size,2018-12,51-200,Median Base Pay,49326.0,
New York City,Company Size,2018-12,1001-5000,Median Base Pay,62984.0,
New York City,Company Size,2018-12,<51,Median Base Pay,57027.0,
New York City,Company Size,2018-12,201-500,Median Base Pay,60724.0,
New York City,Company Size,2018-12,5000+,Median Base Pay,63790.0,
New York City,Company Size,2018-12,501-1000,Median Base Pay,61433.0,
New York City,Company Size,2018-12,51-200,Median Base Pay,59365.0,
Los Angeles,Company Size,2018-12,1001-5000,Median Base Pay,61909.0,
Los Angeles,Company Size,2018-12,<51,Median Base Pay,56054.0,
Los Angeles,Company Size,2018-12,201-500,Median Base Pay,59687.0,
Los Angeles,Company Size,2018-12,5000+,Median Base Pay,62701.0,
Los Angeles,Company Size,2018-12,501-1000,Median Base Pay,60385.0,
Los Angeles,Company Size,2018-12,51-200,Median Base Pay,58352.0,
Chicago,Company Size,2018-12,1001-5000,Median Base Pay,56521.0,
Chicago,Company Size,2018-12,<51,Median Base Pay,51175.0,
Chicago,Company Size,2018-12,201-500,Median Base Pay,54492.0,
Chicago,Company Size,2018-12,5000+,Median Base Pay,57244.0,
Chicago,Company Size,2018-12,501-1000,Median Base Pay,55129.0,
Chicago,Company Size,2018-12,51-200,Median Base Pay,53273.0,
Houston,Company Size,2018-12,1001-5000,Median Base Pay,54899.0,
Houston,Company Size,2018-12,<51,Median Base Pay,49707.0,
Houston,Company Size,2018-12,201-500,Median Base Pay,52928.0,
Houston,Company Size,2018-12,5000+,Median Base Pay,55601.0,
Houston,Company Size,2018-12,501-1000,Median Base Pay,53547.0,
Houston,Company Size,2018-12,51-200,Median Base Pay,51744.0,
Washington DC,Company Size,2018-12,1001-5000,Median Base Pay,60555.0,
Washington DC,Company Size,2018-12,<51,Median Base Pay,54828.0,
Washington DC,Company Size,2018-12,201-500,Median Base Pay,58382.0,
Washington DC,Company Size,2018-12,5000+,Median Base Pay,61329.0,
Washington DC,Company Size,2018-12,501-1000,Median Base Pay,59064.0,
Washington DC,Company Size,2018-12,51-200,Median Base Pay,57076.0,
Philadelphia,Company Size,2018-12,1001-5000,Median Base Pay,56023.0,
Philadelphia,Company Size,2018-12,<51,Median Base Pay,50725.0,
Philadelphia,Company Size,2018-12,201-500,Median Base Pay,54013.0,
Philadelphia,Company Size,2018-12,5000+,Median Base Pay,56740.0,
Philadelphia,Company Size,2018-12,501-1000,Median Base Pay,54644.0,
Philadelphia,Company Size,2018-12,51-200,Median Base Pay,52804.0,
Atlanta,Company Size,2018-12,1001-5000,Median Base Pay,55708.0,
Atlanta,Company Size,2018-12,<51,Median Base Pay,50439.0,
Atlanta,Company Size,2018-12,201-500,Median Base Pay,53709.0,
Atlanta,Company Size,2018-12,5000+,Median Base Pay,56421.0,
Atlanta,Company Size,2018-12,501-1000,Median Base Pay,54337.0,
Atlanta,Company Size,2018-12,51-200,Median Base Pay,52507.0,
Boston,Company Size,2018-12,1001-5000,Median Base Pay,61312.0,
Boston,Company Size,2018-12,<51,Median Base Pay,55513.0,
Boston,Company Size,2018-12,201-500,Median Base Pay,59112.0,
Boston,Company Size,2018-12,5000+,Median Base Pay,62096.0,
Boston,Company Size,2018-12,501-1000,Median Base Pay,59803.0,
Boston,Company Size,2018-12,51-200,Median Base Pay,57789.0,
San Francisco,Company Size,2018-12,1001-5000,Median Base Pay,71262.0,
San Francisco,Company Size,2018-12,<51,Median Base Pay,64522.0,
San Francisco,Company Size,2018-12,201-500,Median Base Pay,68704.0,
San Francisco,Company Size,2018-12,5000+,Median Base Pay,72173.0,
San Francisco,Company Size,2018-12,501-1000,Median Base Pay,69507.0,
San Francisco,Company Size,2018-12,51-200,Median Base Pay,67167.0,
Seattle,Company Size,2018-12,1001-5000,Median Base Pay,62986.0,
Seattle,Company Size,2018-12,<51,Median Base Pay,57029.0,
Seattle,Company Size,2018-12,201-500,Median Base Pay,60725.0,
